Record ID,Personal name,Gender,Ethnicity,Roman onomastics,LPGN date,Parissaki date,Source check,Author or Creator >
49,"Akesaios","Male","Greek",,,,"Epigraphic corpus","2"
12276,"Akesandros","Male","Greek",,,,"LGPN","1792"
50,"Akestor","Male","Greek",,,,"Epigraphic corpus","2"
4609,"Akest[or]","Male","Greek",,,,"LGPN","2"
52,"Akindynos","Male","Greek",,,,"Epigraphic corpus","2"
10407,"Akitios","Male","Roman","Gentilium",,,"Epigraphic corpus","1792"
14234,"Akka","Female","Uncertain",,,,"LGPN","2"
9758,"Aklanios","Male","Greek",,,,"LGPN","1792"
2855,"Akonia","Female","Greek",,,,"LGPN","2"
53,"Akornion","Male","Greek",,,,"Epigraphic corpus","2"
11379,"Akouta","Ambiguous","Uncertain",,,,"LGPN","1792"
2723,"Akoutos","Male","Uncertain",,,,"LGPN","2"
2183,"Aktios","Male","Roman","Gentilium",,,"Epigraphic corpus","2"
2212,"Akylas","Male","Roman","Cognomen",,,"Epigraphic corpus","2"
16426,"Akyleina","Female","Roman",,,,"Epigraphic corpus","2"
6743,"Akyleinos","Male","Roman",,,,"Epigraphic corpus","1793"
54,"Akynios","Male","Greek",,,,"Epigraphic corpus","2"
3117,"Albinos","Male","Roman",,,,"LGPN","2"
4197,"Alb[anos/einos]","Male","Roman",,,,"LGPN","2"
12950,"Alexander","Male","Greek",,,,"Epigraphic corpus","1792"
55,"Alexandra","Female","Greek",,,,"Epigraphic corpus","2"
15366,"Alexandreia","Female","Greek",,,,"LGPN","2"
56,"Alexandros","Male","Greek",,,,"Epigraphic corpus","2"
5274,"Alexandros 2","Male","Greek",,,,"LGPN","2"
4575,"Alexandr[os]","Female","Greek",,,,"LGPN","2"
5687,"Alexa[ndros]","Male","Greek",,,,"LGPN","2"
57,"Alexias","Male","Greek",,,,"Epigraphic corpus","2"
58,"Aleximachos","Male","Greek",,,,"Epigraphic corpus","2"
59,"Alfios / Alfeios","Male","Greek",,,,"Epigraphic corpus","2"
12260,"Alkaios","Male","Greek",,,,"LGPN","1792"
60,"Alkandros","Male","Greek",,,,"Epigraphic corpus","2"
3199,"Alkebiades","Male","Greek",,,,"LGPN","2"
15417,"Alkeides","Male","Greek",,,,"LGPN","2"
61,"Alkenis","Male","Greek",,,,"Epigraphic corpus","2"
15683,"Alkes","Female","Greek",,,,"LGPN","2"
62,"Alketes","Male","Greek",,,,"Epigraphic corpus","2"
63,"Alkibiades","Male","Greek",,,,"Epigraphic corpus","2"
64,"Alkidamas","Male","Greek",,,,"Epigraphic corpus","2"
65,"Alkifron","Male","Greek",,,,"Epigraphic corpus","2"
12264,"Alkimachos","Male","Greek",,,,"LGPN","1792"
67,"Alkimos","Male","Greek",,,,"Epigraphic corpus","2"
68,"Alkios","Male","Greek",,,,"Epigraphic corpus","2"
9559,"Alkipiades","Male","Greek",,,,"LGPN","2"
69,"Alkippides","Male","Greek",,,,"Epigraphic corpus","2"
16678,"Alkmene","Female","Greek",,,,"LGPN","2"
15846,"Alkmeon","Male","Greek",,,,"LGPN","2"
16713,"Aloeus","Male","Uncertain",,,,,"2"
70,"Alpale","Female","Greek",,,,"Epigraphic corpus","2"
71,"Alpales","Male","Greek",,,,"Epigraphic corpus","2"
3266,"Alypion","Male","Greek",,,,"LGPN","1793"
72,"Alypos","Male","Greek",,,,"Epigraphic corpus","2"
5691,"Al[exandros]","Male","Greek",,,,"LGPN","2"
73,"Ama","Female","Greek",,,,"Epigraphic corpus","2"
74,"Amaistas","Male","Thracian",,,,"Dana Onomasticon 2014","2"
12291,"Amantis ?","Male","Greek",,,,"LGPN","1792"
5444,"Amas","Female","Uncertain",,,,"LGPN","2"
75,"Amasiakis","Female","Thracian",,,,"Dana Onomasticon 2014","2"
76,"Amatokos","Male","Thracian",,,,"Dana Onomasticon 2014","2"
12516,"Ambeibios","Male","Roman","Gentilium",,,,"1792"
12591,"Ambrosia","Male","Greek",,,,"LGPN","1792"
12586,"Ambrosis","Female","Greek",,,,"LGPN","1792"
12024,"Amerimnos","Male","Greek",,,,"LGPN","1792"
12679,"Amfeion","Male","Uncertain",,,,,"2"
14383,"Amfiklea","Female","Greek",,,,"LGPN","2"
15754,"Amfileos","Male","Greek",,,,"LGPN","2"
78,"Amfilochos","Male","Greek",,,,"Epigraphic corpus","2"
79,"Amfion","Male","Greek",,,,"Epigraphic corpus","2"
80,"Amiazenis","Female","Thracian",,,,"Dana Onomasticon 2014","2"
16599,"Ammion","Male","Greek",,,,"LGPN","2"
2914,"Ammonios","Male","Thracian",,,,"LGPN","2"
82,"Ampelorgos","Male","Greek",,,,"Epigraphic corpus","2"
83,"Amymon","Male","Greek",,,,"Epigraphic corpus","2"
84,"Amynandros","Male","Greek",,,,"Epigraphic corpus","2"
4658,"Amyndro[?]","Male","Greek",,,,"LGPN","2"
11334,"Amyntas","Male","Greek",,,,"LGPN","1792"
85,"Amyntor","Male","Greek",,,,"Epigraphic corpus","2"
4545,"Amyn[an]dros","Male","Greek",,,,"LGPN","2"
15718,"Anakreon","Male","Greek",,,,"LGPN","2"
87,"Anastasios","Male","Greek",,,,"Epigraphic corpus","2"
9755,"Anatrone","Female","Uncertain",,,,,"1793"
88,"Anaxagoras","Male","Greek",,,,"Epigraphic corpus","2"
89,"Anaxagore","Female","Greek",,,,"Epigraphic corpus","2"
90,"Anaxandros","Male","Greek",,,,"Epigraphic corpus","2"
12234,"Anaxibios","Male","Greek",,,,"LGPN","1792"
93,"Anaxidikos","Male","Greek",,,,"Epigraphic corpus","2"
15154,"Anaxila","Female","Greek",,,,"LGPN","2"
94,"Anaximandros","Male","Greek",,,,"Epigraphic corpus","2"
97,"Anaxippos","Male","Greek",,,,"Epigraphic corpus","2"
15034,"Anaxo","Female","Greek",,,,"LGPN","2"
6940,"Anchialos","Male","Greek",,,,"LGPN","1793"
15369,"Andreas","Male","Greek",,,,"LGPN","2"
15799,"Androkles","Male","Greek",,,,"LGPN","2"
98,"Androklos","Male","Greek",,,,"Epigraphic corpus","2"
100,"Andron","Male","Greek",,,,"Epigraphic corpus","2"
101,"Andronikos / Androneikos","Male","Greek",,,,"Epigraphic corpus","2"
102,"Aneiketos","Male","Greek",,,,"Epigraphic corpus","2"
14927,"Anemesetos","Male","Uncertain",,,,,"1792"
15789,"Angeles","Male","Greek",,,,"LGPN","2"
15360,"Anikas","Male","Greek",,,,"LGPN","2"
15000,"Anikios","Male","Roman",,,,"LGPN","2"
15473,"Anios","Male","Uncertain",,,,,"2"
16302,"Annaia","Female","Uncertain",,,,"LGPN","2"
12579,"Annase","Female","Uncertain",,,,,"1792"
15147,"Anne","Female","Thracian",,,,"LGPN","2"
3572,"Annei","Female","Uncertain",,,,,"1793"
4965,"Anneion","Female","Greek",,,,"LGPN","2"
3541,"Anni","Female","Greek",,,,"LGPN","2"
3382,"Anno","Female","Uncertain",,,,"LGPN","2"
4996,"Ano","Female","Greek",,,,"LGPN","2"
104,"Antagoras","Male","Greek",,,,"Epigraphic corpus","2"
105,"Antaios","Male","Greek",,,,"Epigraphic corpus","2"
3579,"Anteikos","Male","Uncertain",,,,,"2"
106,"Antenor","Male","Greek",,,,"Epigraphic corpus","2"
5856,"Anthesterios","Male","Greek",,,,"LGPN","2"
108,"Anthesteris","Female","Greek",,,,"Epigraphic corpus","2"
3190,"Anthestios","Male","Greek",,,,"LGPN","1793"
110,"Anthimos","Male","Greek",,,,"Epigraphic corpus","2"
15218,"Anthis","Female","Greek",,,,"LGPN","2"
15919,"Anthousa","Female","Greek",,,,"LGPN","2"
111,"Anthropion","Male","Greek",,,,"Epigraphic corpus","2"
11201,"Antia","Female","Roman",,,,"Epigraphic corpus","1793"
14915,"Antialkidas","Male","Greek",,,,"LGPN","1792"
15759,"Antianax","Male","Greek",,,,"LGPN","2"
112,"Antiandros","Male","Greek",,,,"Epigraphic corpus","2"
113,"Antibios","Male","Greek",,,,"Epigraphic corpus","2"
114,"Antichares","Male","Greek",,,,"Epigraphic corpus","2"
115,"Antifanes","Male","Greek",,,,"Epigraphic corpus","2"
116,"Antifilos","Male","Greek",,,,"Epigraphic corpus","2"
8167,"Antif[?]","Male","Uncertain",,,,,"2"
117,"Antigenes","Male","Greek",,,,"Epigraphic corpus","2"
15498,"Antigona","Female","Greek",,,,"LGPN","2"
118,"Antigonos","Male","Greek",,,,"Epigraphic corpus","2"
16353,"Antigo[?]","Ambiguous","Greek",,,,"LGPN","2"
119,"Antikles","Male","Greek",,,,"Epigraphic corpus","2"
120,"Antikrates","Male","Greek",,,,"Epigraphic corpus","2"
12429,"Antilochos","Male","Greek",,,,"LGPN","1792"
