personkey,inscriptionkey,ethnicity,gender,class
7043,10854,Thracian,Male,Personal name
7043,10854,Roman,Male,Personal name
7043,9917,Roman,Male,Personal name
7043,9917,Thracian,Male,Personal name
7043,9917,Roman,Male,Personal name
11127,11095,Thracian,Female,Personal name
11127,11095,Roman,Female,Personal name
13460,13459,Thracian,Male,Parent name
13460,13459,Roman,Male,Personal name
13460,13459,Thracian,Male,Personal name
10304,10303,Thracian,Male,Personal name
10304,10303,Roman,Male,Personal name
11272,11270,Roman,Female,Personal name
11272,11270,Thracian,Female,Personal name
11272,11270,Roman,Female,Personal name
10549,10546,Thracian,Male,Personal name
10549,10546,Roman,Male,Personal name
7597,11095,Roman,Male,Personal name
7597,11095,Thracian,Male,Personal name
3979,2450,Roman,Male,Personal name
3979,2450,Thracian,Male,Personal name
3979,2450,Roman,Male,Personal name
3982,2450,Thracian,Male,Parent name
3982,2450,Thracian,Male,Personal name
3982,2450,Roman,Male,Personal name
3982,2450,Roman,Male,Personal name
9579,9578,Thracian,Male,Personal name
9579,9578,Roman,Male,Personal name
9051,9048,Thracian,Male,Parent name
9051,9048,Roman,Male,Personal name
9051,9048,Thracian,Male,Personal name
13759,13755,Roman,Male,Parent name
13759,13755,Thracian,Male,Personal name
13759,13755,Roman,Male,Personal name
13699,13698,Uncertain,Ambiguous,Parent name
13699,13698,Thracian,Male,Personal name
13699,13698,Roman,Male,Personal name
3983,2450,Greek,Male,Parent name
3983,2450,Roman,Male,Personal name
3983,2450,Roman,Male,Personal name
3983,2450,Thracian,Male,Personal name
7597,7595,Roman,Male,Personal name
7597,7595,Thracian,Male,Personal name
13086,10725,Thracian,Male,Personal name
13086,10725,Roman,Male,Personal name
13086,10725,Roman,Male,Personal name
10857,10855,Thracian,Male,Personal name
10857,10855,Roman,Male,Personal name
13124,13122,Roman,Male,Personal name
13124,13122,Thracian,Male,Personal name
13124,13122,Roman,Male,Personal name
7043,7036,Roman,Male,Personal name
7043,7036,Thracian,Male,Personal name
7043,7036,Roman,Male,Personal name
10238,10245,Thracian,Male,Personal name
10238,10245,Roman,Male,Personal name
3980,2450,Thracian,Male,Personal name
3980,2450,Roman,Male,Personal name
3980,2450,Roman,Male,Personal name
7597,9534,Roman,Male,Personal name
7597,9534,Thracian,Male,Personal name
7212,7210,Roman,Male,Personal name
7212,7210,Thracian,Male,Personal name
11387,11650,Thracian,Male,Parent name
11387,11650,Thracian,Male,Personal name
11387,11650,Roman,Male,Personal name
16100,16098,Roman,Male,Personal name
16100,16098,Thracian,Male,Personal name
16100,16098,Roman,Male,Personal name
6962,6955,Thracian,Male,Personal name
6962,6955,Roman,Male,Personal name
13875,13874,Thracian,Male,Personal name
13875,13874,Roman,Male,Personal name
4869,3230,Thracian,Male,Parent name
4869,3230,Roman,Male,Personal name
4869,3230,Thracian,Male,Personal name
4869,3230,Roman,Male,Personal name
10238,10237,Thracian,Male,Personal name
10238,10237,Roman,Male,Personal name
6757,6754,Greek,Male,Personal name
6757,6754,Thracian,Male,Personal name
6757,6754,Roman,Male,Personal name
11254,11251,Roman,Female,Personal name
11254,11251,Thracian,Female,Personal name
8419,8417,Roman,Female,Personal name
8419,8417,Thracian,Female,Personal name
10857,10888,Thracian,Male,Personal name
10857,10888,Roman,Male,Personal name
10965,10964,Greek,Female,Partner name
10965,10964,Roman,Female,Personal name
10965,10964,Thracian,Female,Personal name
6915,9795,Thracian,Male,Personal name
6915,9795,Roman,Male,Personal name
12915,12909,Thracian,Male,Personal name
12915,12909,Roman,Male,Personal name
11137,11095,Greek,Female,Parent name
11137,11095,Roman,Male,Personal name
11137,11095,Thracian,Male,Personal name
4848,3269,Roman,Male,Personal name
4848,3269,Thracian,Male,Personal name
4848,3269,Roman,Male,Personal name
8430,8428,Thracian,Female,Personal name
8430,8428,Roman,Female,Personal name
4869,10725,Thracian,Male,Parent name
4869,10725,Roman,Male,Personal name
4869,10725,Thracian,Male,Personal name
4869,10725,Roman,Male,Personal name
3984,2450,Roman,Male,Personal name
3984,2450,Thracian,Male,Personal name
3984,2450,Roman,Male,Personal name
7043,9961,Roman,Male,Personal name
7043,9961,Thracian,Male,Personal name
7043,9961,Roman,Male,Personal name
6680,6675,Roman,Male,Personal name
6680,6675,Roman,Male,Personal name
6680,6675,Thracian,Male,Personal name
10896,10889,Greek,Male,Parent name
10896,10889,Roman,Male,Personal name
10896,10889,Thracian,Male,Personal name
5500,3554,Roman,Male,Personal name
5500,3554,Roman,Male,Personal name
5500,3554,Thracian,Male,Personal name
8274,8264,Roman,Male,Personal name
8274,8264,Roman,Male,Personal name
8274,8264,Thracian,Male,Personal name
10903,10898,Thracian,Male,Personal name
10903,10898,Roman,Male,Personal name
11193,11190,Roman,Male,Parent name
11193,11190,Roman,Male,Personal name
11193,11190,Thracian,Male,Personal name
3978,2450,Thracian,Male,Personal name
3978,2450,Roman,Male,Personal name
3978,2450,Roman,Male,Personal name
9574,9571,Thracian,Male,Parent name
9574,9571,Roman,Male,Personal name
9574,9571,Thracian,Male,Personal name
5095,2535,Roman,Male,Parent name
5095,2535,Roman,Male,Personal name
5095,2535,Thracian,Male,Personal name
6912,6905,Thracian,Male,Parent name
6912,6905,Thracian,Male,Personal name
6912,6905,Roman,Male,Personal name
11394,11525,Thracian,Male,Grandparent name
11394,11525,Thracian,Male,Partner name
11394,11525,Thracian,Male,Parent name
11394,11525,Thracian,Male,Personal name
11394,11525,Roman,Male,Personal name
3997,2450,Roman,Male,Personal name
3997,2450,Roman,Male,Personal name
3997,2450,Thracian,Male,Personal name
3990,2450,Roman,Male,Personal name
3990,2450,Thracian,Male,Personal name
3990,2450,Roman,Male,Personal name
16553,16542,Roman,Male,Personal name
16553,16542,Roman,Male,Personal name
16553,16542,Thracian,Male,Personal name
9246,9244,Thracian,Male,Personal name
9246,9244,Roman,Male,Personal name
7597,12642,Roman,Male,Personal name
7597,12642,Thracian,Male,Personal name
16102,16097,Thracian,Male,Parent name
16102,16097,Roman,Male,Personal name
16102,16097,Thracian,Male,Personal name
9538,9536,Roman,Male,Personal name
9538,9536,Thracian,Male,Personal name
9538,9536,Roman,Male,Personal name
13259,13253,Roman,Male,Personal name
13259,13253,Thracian,Male,Personal name
7069,7067,Thracian,Male,Personal name
7069,7067,Roman,Male,Personal name
7597,10728,Roman,Male,Personal name
7597,10728,Thracian,Male,Personal name
4829,3229,Thracian,Male,Parent name
4829,3229,Thracian,Male,Personal name
4829,3229,Roman,Male,Personal name
13085,10722,Roman,Male,Personal name
13085,10722,Thracian,Male,Personal name
11151,11095,Greek,Male,Parent name
11151,11095,Roman,Male,Personal name
11151,11095,Thracian,Male,Personal name
3976,2468,Thracian,Male,Personal name
3976,2468,Roman,Male,Personal name
3976,2468,Roman,Male,Personal name
16329,16326,Roman,Male,Personal name
16329,16326,Thracian,Male,Personal name
11189,11188,Thracian,Female,Personal name
11189,11188,Roman,Female,Personal name
11133,11095,Greek,Male,Parent name
11133,11095,Roman,Male,Personal name
11133,11095,Thracian,Male,Personal name
11716,11714,Uncertain,Male,Parent name
11716,11714,Thracian,Female,Personal name
11716,11714,Roman,Female,Personal name
11132,11095,Thracian,Male,Parent name
11132,11095,Roman,Male,Personal name
11132,11095,Thracian,Male,Personal name
13415,13412,Roman,Male,Personal name
13415,13412,Thracian,Male,Personal name
7311,13421,Thracian,Female,Personal name
7311,13421,Roman,Female,Personal name
10243,10242,Roman,Male,Personal name
10243,10242,Thracian,Male,Personal name
16580,16579,Greek,Male,Partner name
16580,16579,Thracian,Female,Personal name
16580,16579,Roman,Female,Personal name
8518,8516,Greek,Male,Parent name
8518,8516,Thracian,Male,Personal name
8518,8516,Roman,Male,Personal name
11186,11187,Greek,Male,Parent name
11186,11187,Thracian,Female,Personal name
11186,11187,Roman,Female,Personal name
8138,8135,Roman,Female,Partner name
8138,8135,Thracian,Male,Parent name
8138,8135,Roman,Male,Personal name
8138,8135,Roman,Male,Personal name
8138,8135,Thracian,Male,Personal name
8138,8135,Greek,Male,Personal name
3986,2450,Roman,Male,Personal name
3986,2450,Roman,Male,Personal name
3986,2450,Thracian,Male,Personal name
11145,11095,Greek,Male,Parent name
11145,11095,Roman,Male,Personal name
11145,11095,Thracian,Female,Personal name
4505,7601,Thracian,Male,Personal name
4505,7601,Roman,Male,Personal name
11186,11185,Greek,Male,Parent name
11186,11185,Thracian,Female,Personal name
11186,11185,Roman,Female,Personal name
5278,2936,Greek,Male,Parent name
5278,2936,Roman,Male,Personal name
5278,2936,Thracian,Ambiguous,Personal name
9407,9405,Thracian,Male,Personal name
9407,9405,Roman,Male,Personal name
9407,9405,Roman,Male,Personal name
9179,9178,Thracian,Male,Personal name
9179,9178,Roman,Male,Personal name
5162,2921,Roman,Male,Personal name
5162,2921,Thracian,Male,Personal name
10868,10867,Roman,Male,Personal name
10868,10867,Thracian,Male,Personal name
10868,10867,Roman,Male,Personal name
13460,13461,Thracian,Male,Parent name
13460,13461,Roman,Male,Personal name
13460,13461,Thracian,Male,Personal name
11147,11095,Roman,Male,Parent name
11147,11095,Roman,Male,Personal name
11147,11095,Thracian,Male,Personal name
16022,16020,Thracian,Male,Parent name
16022,16020,Thracian,Male,Personal name
16022,16020,Roman,Male,Personal name
4505,15562,Thracian,Male,Personal name
4505,15562,Roman,Male,Personal name
12092,12073,Thracian,Male,Personal name
12092,12073,Roman,Male,Personal name
12092,12073,Roman,Male,Personal name
10857,13447,Thracian,Male,Personal name
10857,13447,Roman,Male,Personal name
6680,6681,Roman,Male,Personal name
6680,6681,Roman,Male,Personal name
6680,6681,Thracian,Male,Personal name
16155,16154,Roman,Male,Personal name
16155,16154,Thracian,Male,Personal name
16155,16154,Roman,Male,Personal name
9987,9986,Greek,Male,Parent name
9987,9986,Thracian,Male,Personal name
9987,9986,Roman,Male,Personal name
4851,3274,Thracian,Male,Parent name
4851,3274,Thracian,Male,Personal name
4851,3274,Roman,Male,Personal name
10823,10819,Roman,Male,Parent name
10823,10819,Roman,Male,Personal name
10823,10819,Thracian,Male,Personal name
