personkey,inscriptionkey,ethnicity,gender,class
4240,9403,Roman,Male,Personal name
4240,9403,Roman,Male,Personal name
4240,9403,Roman,Male,Personal name
12802,12741,Greek,Male,Personal name
12802,12741,Roman,Male,Personal name
12802,12741,Roman,Female,Partner name
5213,2936,Greek,Male,Personal name
5213,2936,Roman,Male,Personal name
5213,2936,Roman,Male,Personal name
5213,2936,Greek,Male,Parent name
10373,10371,Greek,Male,Personal name
10373,10371,Roman,Male,Personal name
10049,10048,Greek,Male,Personal name
10049,10048,Roman,Male,Personal name
5272,2936,Greek,Male,Personal name
5272,2936,Roman,Male,Personal name
5272,2936,Roman,Male,Parent name
4792,13734,Greek,Male,Personal name
4792,13734,Roman,Male,Personal name
4792,13734,Roman,Male,Personal name
12045,12028,Roman,Male,Personal name
12045,12028,Roman,Male,Personal name
12045,12028,Roman,Male,Personal name
12045,12028,Greek,Male,Personal name
5127,2535,Greek,Male,Parent name
5127,2535,Greek,Male,Personal name
5127,2535,Roman,Male,Personal name
14955,14583,Greek,Male,Personal name
14955,14583,Roman,Male,Personal name
14955,14583,Roman,Male,Personal name
8929,8922,Greek,Male,Personal name
8929,8922,Roman,Male,Personal name
6663,6659,Greek,Male,Personal name
6663,6659,Roman,Male,Personal name
6663,6659,Roman,Male,Personal name
8916,8915,Greek,Male,Personal name
8916,8915,Roman,Male,Personal name
8916,8915,Roman,Male,Personal name
4756,3353,Greek,Male,Personal name
4756,3353,Roman,Male,Personal name
11467,11491,Greek,Male,Personal name
11467,11491,Roman,Male,Personal name
5264,2936,Greek,Male,Parent name
5264,2936,Greek,Male,Personal name
5264,2936,Roman,Male,Personal name
13514,13512,Greek,Male,Personal name
13514,13512,Greek,Male,Personal name
13514,13512,Roman,Male,Personal name
9669,9668,Greek,Female,Personal name
9669,9668,Roman,Female,Personal name
14250,14239,Greek,Male,Personal name
14250,14239,Roman,Male,Personal name
14250,14239,Roman,Male,Personal name
14250,14239,Greek,Male,Personal name
14250,14239,Greek,Male,Personal name
4175,2588,Roman,Male,Personal name
4175,2588,Roman,Male,Personal name
4175,2588,Greek,Male,Personal name
5147,2921,Greek,Male,Parent name
5147,2921,Greek,Male,Personal name
5147,2921,Roman,Male,Personal name
5122,2535,Greek,Male,Personal name
5122,2535,Greek,Male,Parent name
5122,2535,Roman,Male,Personal name
4830,9143,Greek,Male,Personal name
4830,9143,Roman,Male,Personal name
15418,14842,Roman,Male,Personal name
15418,14842,Uncertain,Male,Personal name
15418,14842,Greek,Male,Personal name
15276,14786,Greek,Male,Personal name
15276,14786,Roman,Male,Personal name
15276,14786,Roman,Male,Personal name
12350,12323,Greek,Male,Parent name
12350,12323,Greek,Male,Personal name
12350,12323,Roman,Male,Personal name
12350,12323,Roman,Male,Personal name
12350,12323,Roman,Female,Partner name
16139,16134,Roman,Male,Personal name
16139,16134,Roman,Male,Personal name
16139,16134,Greek,Male,Personal name
8217,8193,Greek,Male,Parent name
8217,8193,Greek,Male,Personal name
8217,8193,Roman,Male,Personal name
12594,12569,Roman,Male,Personal name
12594,12569,Greek,Male,Personal name
12594,12569,Greek,Female,Partner name
10510,10508,Greek,Male,Personal name
10510,10508,Roman,Male,Personal name
10501,10499,Greek,Male,Personal name
10501,10499,Greek,Male,Parent name
10501,10499,Roman,Male,Personal name
11183,11182,Greek,Female,Personal name
11183,11182,Roman,Female,Personal name
5298,2936,Greek,Male,Personal name
5298,2936,Roman,Male,Personal name
5088,2535,Greek,Male,Parent name
5088,2535,Greek,Male,Personal name
5088,2535,Roman,Male,Personal name
12296,12295,Greek,Male,Personal name
12296,12295,Roman,Male,Personal name
12296,12295,Roman,Male,Personal name
12509,12497,Greek,Male,Partner name
12509,12497,Roman,Female,Personal name
12509,12497,Greek,Female,Personal name
13993,13991,Roman,Male,Personal name
13993,13991,Roman,Male,Personal name
13993,13991,Greek,Male,Personal name
5168,2921,Greek,Male,Personal name
5168,2921,Roman,Male,Personal name
5168,2921,Roman,Male,Parent name
5204,2936,Greek,Male,Personal name
5204,2936,Roman,Male,Personal name
5204,2936,Roman,Male,Personal name
5204,2936,Greek,Male,Parent name
5223,2936,Greek,Male,Personal name
5223,2936,Greek,Male,Parent name
5223,2936,Roman,Male,Personal name
10891,10889,Greek,Male,Personal name
10891,10889,Roman,Male,Personal name
10891,10889,Roman,Male,Personal name
10039,10038,Roman,Male,Personal name
10039,10038,Roman,Male,Personal name
10039,10038,Greek,Male,Personal name
13802,13800,Greek,Male,Personal name
13802,13800,Roman,Male,Personal name
13802,13800,Roman,Male,Personal name
13802,13800,Roman,Male,Personal name
11225,11223,Roman,Male,Personal name
11225,11223,Greek,Male,Personal name
16175,16173,Greek,Male,Personal name
16175,16173,Roman,Male,Personal name
11136,11095,Greek,Male,Personal name
11136,11095,Roman,Male,Personal name
11136,11095,Uncertain,Male,Parent name
5219,2936,Greek,Male,Parent name
5219,2936,Greek,Male,Personal name
5219,2936,Roman,Male,Personal name
5163,2921,Greek,Male,Personal name
5163,2921,Greek,Male,Parent name
5163,2921,Roman,Male,Personal name
5161,2921,Greek,Male,Personal name
5161,2921,Roman,Male,Parent name
5161,2921,Roman,Male,Personal name
9475,9473,Greek,Male,Personal name
9475,9473,Roman,Male,Personal name
5183,2936,Greek,Male,Personal name
5183,2936,Roman,Male,Personal name
5183,2936,Greek,Male,Parent name
15907,15899,Roman,Male,Parent name
15907,15899,Roman,Male,Personal name
15907,15899,Roman,Male,Personal name
15907,15899,Greek,Male,Personal name
5229,2936,Greek,Male,Personal name
5229,2936,Roman,Male,Parent name
5229,2936,Roman,Male,Personal name
5156,2921,Greek,Male,Personal name
5156,2921,Greek,Male,Parent name
5156,2921,Roman,Male,Personal name
6068,6067,Greek,Male,Personal name
6068,6067,Roman,Male,Personal name
6068,6067,Roman,Male,Personal name
12710,12700,Greek,Male,Personal name
12710,12700,Roman,Male,Personal name
4240,3720,Greek,Male,Personal name
4240,3720,Roman,Male,Personal name
4240,3720,Roman,Male,Personal name
4240,3720,Roman,Male,Personal name
4240,3720,Roman,Male,Personal name
7666,7621,Greek,Male,Personal name
7666,7621,Roman,Male,Personal name
9929,9930,Roman,Male,Personal name
9929,9930,Greek,Male,Personal name
13978,13977,Greek,Male,Personal name
13978,13977,Roman,Male,Personal name
13978,13977,Greek,Female,Partner name
16522,16518,Greek,Male,Partner name
16522,16518,Roman,Female,Personal name
16522,16518,Roman,Female,Personal name
16522,16518,Roman,Female,Personal name
16522,16518,Greek,Female,Personal name
4792,16589,Greek,Male,Personal name
4792,16589,Roman,Male,Personal name
4792,16589,Roman,Male,Personal name
4792,6890,Greek,Male,Personal name
4792,6890,Roman,Male,Personal name
4792,6890,Roman,Male,Personal name
16250,16233,Greek,Male,Personal name
16250,16233,Roman,Male,Personal name
16250,16233,Roman,Female,Partner name
5218,2936,Greek,Male,Parent name
5218,2936,Greek,Male,Personal name
5218,2936,Roman,Male,Personal name
5184,2921,Greek,Male,Personal name
5184,2921,Roman,Male,Parent name
5184,2921,Roman,Male,Personal name
4240,3087,Greek,Male,Personal name
4240,3087,Roman,Male,Personal name
4240,3087,Roman,Male,Personal name
4240,3087,Roman,Male,Personal name
4240,3087,Roman,Male,Personal name
4240,8088,Greek,Male,Personal name
4240,8088,Roman,Male,Personal name
4240,8088,Roman,Male,Personal name
4240,8088,Roman,Male,Personal name
4240,8088,Roman,Male,Personal name
13409,13406,Greek,Male,Personal name
13409,13406,Roman,Male,Parent name
13409,13406,Roman,Male,Personal name
13409,13406,Roman,Male,Grandparent name
9833,9831,Greek,Male,Personal name
9833,9831,Roman,Male,Personal name
9833,9831,Roman,Male,Personal name
13739,13737,Greek,Male,Personal name
13739,13737,Roman,Male,Personal name
13567,13563,Greek,Male,Personal name
13567,13563,Roman,Male,Personal name
13567,13563,Thracian,Male,Parent name
3998,2450,Roman,Male,Personal name
3998,2450,Roman,Male,Personal name
3998,2450,Greek,Male,Personal name
10501,12662,Greek,Male,Personal name
10501,12662,Greek,Male,Parent name
10501,12662,Roman,Male,Personal name
5164,2921,Roman,Male,Personal name
5164,2921,Greek,Male,Personal name
5164,2921,Thracian,Male,Parent name
5171,2921,Greek,Male,Parent name
5171,2921,Greek,Male,Personal name
5171,2921,Roman,Male,Personal name
13071,13050,Roman,Male,Personal name
13071,13050,Greek,Male,Personal name
16427,16406,Greek,Female,Personal name
16427,16406,Roman,Female,Personal name
5030,3730,Greek,Male,Personal name
5030,3730,Roman,Male,Personal name
4591,2893,Greek,Male,Personal name
4591,2893,Roman,Male,Personal name
4240,11876,Greek,Male,Personal name
4240,11876,Roman,Male,Personal name
4240,11876,Roman,Male,Personal name
4240,11876,Roman,Male,Personal name
4240,11876,Roman,Male,Personal name
5103,2535,Greek,Male,Personal name
5103,2535,Roman,Male,Personal name
5103,2535,Uncertain,Male,Parent name
5194,2921,Greek,Male,Personal name
5194,2921,Roman,Male,Personal name
5194,2921,Uncertain,Ambiguous,Parent name
5145,2936,Greek,Female,Personal name
5145,2936,Roman,Male,Personal name
5145,2936,Greek,Male,Parent name
13641,13640,Greek,Male,Personal name
13641,13640,Roman,Male,Personal name
6784,6782,Greek,Male,Parent name
6784,6782,Greek,Male,Personal name
6784,6782,Roman,Male,Personal name
6771,16518,Greek,Male,Personal name
6771,16518,Roman,Male,Personal name
6771,16518,Roman,Male,Personal name
4240,9703,Greek,Male,Personal name
4240,9703,Roman,Male,Personal name
4240,9703,Roman,Male,Personal name
4240,9703,Roman,Male,Personal name
4240,9703,Roman,Male,Personal name
5170,2921,Greek,Male,Personal name
5170,2921,Roman,Male,Personal name
5170,2921,Roman,Male,Parent name
5158,2921,Greek,Male,Personal name
5158,2921,Greek,Male,Parent name
5158,2921,Roman,Male,Personal name
12721,12703,Greek,Male,Partner name
12721,12703,Roman,Female,Personal name
12721,12703,Greek,Female,Personal name
7249,7241,Greek,Male,Personal name
7249,7241,Roman,Male,Personal name
7249,7241,Uncertain,Male,Personal name
5100,2535,Greek,Male,Personal name
5100,2535,Roman,Male,Personal name
5100,2535,Roman,Male,Parent name
5203,2936,Greek,Male,Personal name
5203,2936,Greek,Male,Parent name
5203,2936,Roman,Male,Personal name
5203,2936,Roman,Male,Personal name
5265,2936,Greek,Male,Parent name
5265,2936,Roman,Male,Personal name
5265,2936,Greek,Female,Personal name
11799,11796,Greek,Male,Personal name
11799,11796,Roman,Male,Personal name
8473,8471,Greek,Male,Personal name
8473,8471,Roman,Male,Personal name
16217,16200,Greek,Female,Personal name
16217,16200,Greek,Male,Parent name
16217,16200,Roman,Female,Personal name
13741,13740,Greek,Male,Personal name
13741,13740,Roman,Male,Personal name
13741,13740,Uncertain,Male,Personal name
9660,9658,Greek,Male,Personal name
9660,9658,Roman,Male,Personal name
5236,2936,Greek,Male,Parent name
5236,2936,Greek,Male,Personal name
5236,2936,Roman,Male,Personal name
5202,2936,Greek,Male,Personal name
5202,2936,Roman,Male,Personal name
13402,13401,Greek,Male,Personal name
13402,13401,Roman,Male,Personal name
7490,7486,Greek,Male,Personal name
7490,7486,Roman,Male,Personal name
10013,10011,Greek,Male,Parent name
10013,10011,Roman,Male,Personal name
10013,10011,Greek,Male,Personal name
9964,9963,Greek,Male,Personal name
9964,9963,Roman,Male,Personal name
7324,7320,Greek,Male,Personal name
7324,7320,Roman,Male,Personal name
7324,7320,Roman,Male,Personal name
5090,2535,Greek,Male,Parent name
5090,2535,Roman,Male,Personal name
5090,2535,Greek,Male,Personal name
12531,12536,Greek,Female,Personal name
12531,12536,Roman,Male,Parent name
12531,12536,Roman,Female,Personal name
15585,15579,Greek,Male,Personal name
15585,15579,Roman,Male,Personal name
15585,15579,Roman,Male,Personal name
8532,12449,Greek,Male,Personal name
8532,12449,Roman,Male,Personal name
4792,9427,Greek,Male,Personal name
4792,9427,Roman,Male,Personal name
4792,9427,Roman,Male,Personal name
5108,2535,Greek,Male,Personal name
5108,2535,Greek,Male,Parent name
5108,2535,Roman,Male,Personal name
13006,12991,Greek,Female,Partner name
13006,12991,Roman,Male,Personal name
13006,12991,Greek,Male,Personal name
5150,2921,Greek,Male,Personal name
5150,2921,Greek,Male,Parent name
5150,2921,Roman,Male,Personal name
5207,2936,Greek,Female,Parent name
5207,2936,Greek,Female,Personal name
5207,2936,Roman,Male,Personal name
5207,2936,Roman,Male,Personal name
5178,2921,Greek,Male,Personal name
5178,2921,Roman,Male,Personal name
5178,2921,Roman,Male,Parent name
5135,2921,Greek,Female,Personal name
5135,2921,Greek,Male,Parent name
5135,2921,Roman,Male,Personal name
11101,11095,Greek,Male,Personal name
11101,11095,Roman,Male,Personal name
11101,11095,Roman,Male,Parent name
5234,2936,Greek,Male,Personal name
5234,2936,Greek,Male,Parent name
5234,2936,Roman,Male,Personal name
5131,2921,Greek,Male,Personal name
5131,2921,Roman,Male,Personal name
5131,2921,Roman,Male,Personal name
13079,13052,Roman,Female,Personal name
13079,13052,Greek,Male,Partner name
13079,13052,Greek,Female,Personal name
12605,12572,Greek,Male,Personal name
12605,12572,Roman,Male,Personal name
12605,12572,Roman,Female,Partner name
5239,2936,Greek,Male,Personal name
5239,2936,Roman,Male,Personal name
12526,12535,Roman,Male,Personal name
12526,12535,Greek,Male,Personal name
12526,12535,Roman,Female,Partner name
11103,11095,Roman,Male,Personal name
11103,11095,Roman,Male,Parent name
11103,11095,Greek,Male,Personal name
13528,13526,Greek,Male,Personal name
13528,13526,Roman,Male,Personal name
12578,12562,Greek,Male,Personal name
12578,12562,Roman,Female,Parent name
12578,12562,Roman,Male,Personal name
13836,13834,Greek,Male,Personal name
13836,13834,Roman,Male,Personal name
7652,7621,Greek,Male,Personal name
7652,7621,Roman,Male,Personal name
5253,2936,Roman,Male,Personal name
5253,2936,Greek,Male,Parent name
5253,2936,Greek,Male,Personal name
12756,12729,Greek,Male,Personal name
12756,12729,Roman,Male,Personal name
5256,2936,Greek,Female,Personal name
5256,2936,Greek,Male,Grandparent name
5256,2936,Roman,Male,Personal name
5256,2936,Greek,Male,Parent name
4792,7717,Greek,Male,Personal name
4792,7717,Roman,Male,Personal name
4792,7717,Roman,Male,Personal name
6876,6874,Roman,Male,Personal name
6876,6874,Greek,Male,Personal name
10692,10689,Greek,Male,Personal name
10692,10689,Thracian,Male,Parent name
10692,10689,Roman,Male,Personal name
10692,10689,Roman,Female,Partner name
10692,10689,Roman,Male,Personal name
12751,12728,Greek,Female,Partner name
12751,12728,Greek,Male,Personal name
12751,12728,Roman,Male,Personal name
11117,11095,Greek,Male,Personal name
11117,11095,Roman,Male,Personal name
11117,11095,Greek,Male,Parent name
8532,8528,Greek,Male,Personal name
8532,8528,Roman,Male,Personal name
10887,10885,Greek,Male,Personal name
10887,10885,Roman,Male,Personal name
12440,12437,Roman,Female,Partner name
12440,12437,Roman,Male,Personal name
12440,12437,Greek,Male,Personal name
12440,12437,Greek,Male,Parent name
4962,3755,Greek,Male,Personal name
4962,3755,Roman,Male,Personal name
12667,12668,Greek,Male,Personal name
12667,12668,Roman,Male,Personal name
12667,12668,Roman,Male,Personal name
5279,2936,Greek,Male,Parent name
5279,2936,Greek,Male,Personal name
5279,2936,Roman,Male,Personal name
4830,3232,Greek,Male,Personal name
4830,3232,Roman,Male,Personal name
8866,8864,Thracian,Male,Parent name
8866,8864,Roman,Male,Personal name
8866,8864,Greek,Male,Personal name
7655,7621,Greek,Male,Personal name
7655,7621,Roman,Male,Personal name
7655,7621,Greek,Male,Personal name
8533,8528,Greek,Female,Personal name
8533,8528,Roman,Male,Personal name
5089,2535,Greek,Male,Personal name
5089,2535,Greek,Male,Parent name
5089,2535,Roman,Male,Personal name
5216,2936,Greek,Male,Parent name
5216,2936,Greek,Male,Personal name
5216,2936,Roman,Male,Personal name
5216,2936,Roman,Male,Personal name
12715,12701,Roman,Male,Personal name
12715,12701,Greek,Male,Personal name
12715,12701,Greek,Male,Parent name
12715,12701,Roman,Female,Partner name
10693,10689,Greek,Male,Parent name
10693,10689,Greek,Female,Personal name
10693,10689,Roman,Male,Partner name
10693,10689,Roman,Female,Personal name
12799,12740,Greek,Male,Personal name
12799,12740,Roman,Male,Personal name
12799,12740,Roman,Female,Partner name
10501,12634,Greek,Male,Personal name
10501,12634,Greek,Male,Parent name
10501,12634,Roman,Male,Personal name
12025,12022,Roman,Male,Personal name
12025,12022,Roman,Male,Personal name
12025,12022,Greek,Male,Personal name
16216,16200,Thracian,Male,Parent name
16216,16200,Greek,Male,Personal name
16216,16200,Roman,Male,Personal name
7400,6648,Greek,Male,Personal name
7400,6648,Roman,Male,Personal name
4240,3115,Greek,Male,Personal name
4240,3115,Roman,Male,Personal name
4240,3115,Roman,Male,Personal name
4240,3115,Roman,Male,Personal name
4240,3115,Roman,Male,Personal name
12424,12387,Greek,Female,Personal name
12424,12387,Greek,Male,Parent name
12424,12387,Roman,Male,Personal name
5120,2535,Greek,Male,Personal name
5120,2535,Roman,Male,Personal name
5120,2535,Roman,Male,Parent name
9629,9627,Roman,Male,Personal name
9629,9627,Greek,Male,Personal name
5097,2535,Greek,Male,Personal name
5097,2535,Roman,Male,Personal name
5097,2535,Greek,Male,Parent name
12116,12104,Greek,Male,Personal name
12116,12104,Roman,Male,Personal name
12595,12569,Roman,Female,Personal name
12595,12569,Greek,Male,Partner name
12595,12569,Greek,Female,Personal name
7671,7621,Roman,Male,Personal name
7671,7621,Greek,Male,Personal name
16525,16517,Greek,Male,Personal name
16525,16517,Roman,Male,Personal name
10151,10150,Greek,Male,Personal name
10151,10150,Roman,Male,Personal name
5266,2936,Greek,Male,Parent name
5266,2936,Greek,Male,Personal name
5266,2936,Roman,Male,Personal name
11155,11154,Greek,Male,Personal name
11155,11154,Roman,Male,Personal name
15258,14779,Roman,Male,Personal name
15258,14779,Greek,Male,Personal name
15258,14779,Roman,Male,Personal name
4701,3143,Greek,Female,Personal name
4701,3143,Roman,Male,Personal name
5168,8382,Greek,Male,Personal name
5168,8382,Roman,Male,Personal name
5168,8382,Roman,Male,Parent name
5293,2936,Greek,Male,Parent name
5293,2936,Greek,Male,Personal name
5293,2936,Roman,Male,Personal name
5209,2936,Greek,Female,Parent name
5209,2936,Greek,Male,Personal name
5209,2936,Roman,Male,Personal name
5209,2936,Roman,Male,Personal name
11258,11251,Roman,Male,Personal name
11258,11251,Greek,Male,Personal name
11256,11251,Roman,Male,Personal name
11256,11251,Greek,Male,Personal name
11256,11251,Roman,Male,Personal name
8769,8763,Roman,Female,Personal name
8769,8763,Greek,Female,Personal name
12045,12029,Roman,Male,Personal name
12045,12029,Roman,Male,Personal name
12045,12029,Roman,Male,Personal name
12045,12029,Greek,Male,Personal name
7833,7834,Greek,Male,Personal name
7833,7834,Roman,Male,Personal name
7833,7834,Roman,Male,Parent name
12608,12573,Greek,Male,Personal name
12608,12573,Roman,Male,Personal name
5306,2581,Roman,Male,Personal name
5306,2581,Greek,Male,Personal name
4702,3143,Thracian,Male,Grandparent name
4702,3143,Roman,Male,Personal name
4702,3143,Greek,Male,Parent name
4702,3143,Greek,Male,Personal name
9529,9527,Roman,Male,Personal name
9529,9527,Greek,Male,Personal name
7833,13381,Greek,Male,Personal name
7833,13381,Roman,Male,Personal name
7833,13381,Roman,Male,Parent name
3961,2415,Greek,Male,Personal name
3961,2415,Roman,Male,Personal name
7835,7834,Greek,Male,Personal name
7835,7834,Greek,Male,Parent name
7835,7834,Roman,Male,Personal name
5091,2535,Greek,Male,Parent name
5091,2535,Greek,Male,Personal name
5091,2535,Roman,Male,Personal name
7668,7621,Roman,Male,Personal name
7668,7621,Greek,Male,Personal name
11105,11095,Greek,Female,Personal name
11105,11095,Greek,Male,Parent name
11105,11095,Roman,Female,Personal name
11113,12448,Greek,Male,Personal name
11113,12448,Roman,Male,Personal name
4944,3696,Roman,Male,Personal name
4944,3696,Greek,Male,Personal name
12462,12444,Roman,Male,Partner name
12462,12444,Roman,Female,Personal name
12462,12444,Greek,Female,Personal name
12462,12444,Roman,Female,Personal name
5289,2936,Greek,Male,Personal name
5289,2936,Roman,Male,Personal name
5289,2936,Greek,Male,Parent name
5182,2921,Greek,Male,Parent name
5182,2921,Greek,Male,Personal name
5182,2921,Roman,Male,Personal name
13078,13052,Roman,Male,Personal name
13078,13052,Greek,Male,Personal name
13078,13052,Greek,Female,Partner name
5261,2936,Greek,Male,Parent name
5261,2936,Roman,Male,Personal name
5261,2936,Greek,Male,Personal name
10066,10065,Thracian,Male,Parent name
10066,10065,Greek,Male,Personal name
10066,10065,Roman,Male,Personal name
4792,13616,Greek,Male,Personal name
4792,13616,Roman,Male,Personal name
4792,13616,Roman,Male,Personal name
13860,13857,Greek,Male,Personal name
13860,13857,Roman,Male,Personal name
13799,13797,Greek,Male,Personal name
13799,13797,Roman,Male,Personal name
5299,2936,Greek,Male,Parent name
5299,2936,Greek,Male,Personal name
5299,2936,Roman,Male,Personal name
5195,2921,Greek,Male,Personal name
5195,2921,Roman,Male,Personal name
5195,2921,Greek,Male,Parent name
13104,13103,Greek,Male,Personal name
13104,13103,Roman,Male,Personal name
5032,3733,Greek,Male,Personal name
5032,3733,Roman,Male,Personal name
6849,6843,Greek,Male,Personal name
6849,6843,Roman,Male,Personal name
6849,6843,Roman,Male,Personal name
6849,6843,Greek,Male,Personal name
4240,9224,Greek,Male,Personal name
4240,9224,Roman,Male,Personal name
4240,9224,Roman,Male,Personal name
4240,9224,Roman,Male,Personal name
4240,9224,Roman,Male,Personal name
4878,3302,Roman,Male,Personal name
